title,platform,developer,genre,rating,release_date,summary,meta_score,meta_overview,meta_pos,meta_mixed,meta_neg,user_score,user_overview,user_pos,user_mixed,user_neg
207,ACA NeoGeo: Fatal Fury 2,Switch,SNK,"['Action', 'Fighting', '2D']",T,"Jun 22, 2017","The three lone wolves return to clash with new opponents in the ""Sultan of Slugs"" Battle Royale. After a year in training, forging bodies of steel, Andy, Joe, and Terry take on the world. The ultimate Bout charged with the power of NEO-GEO's 100 Mega Shock. Fatal Fury 2! Each player can choose the same character from the 8 heroes. Special attacks explode with more action. 3D battles bring you to the next stage in the fighting game evolution. Easy maneuverability and realistic choreography.",0,No score yet,0,1,0,6.0,Mixed or average reviews,2,1,1
208,ACA NeoGeo: Fatal Fury 3,Switch,SNK,"['Action', 'Fighting', '2D']",T,"Feb 15, 2018",,0,No score yet,0,1,0,tbd,No user score yet,0,1,0
209,ACA NeoGeo: Fatal Fury Special,Switch,SNK,"['Action', 'Fighting', '2D']",T,"Jul 13, 2017",,0,No score yet,1,0,0,6.4,Mixed or average reviews,3,1,1
210,ACA NeoGeo: Football Frenzy,Switch,SNK,"['Sports', 'Team', 'Football', 'Arcade']",E,"Aug 30, 2018","You'll never play another football game again, after you play Football Frenzy! Football Frenzy, with on-going play-by-play announcing, is hard-hitting action at its best! You will hear, in full stereo, every bone-crushing tackle and helmet-to-helmet, metal-on-metal hit. The piercing grunts and groans of players sacrificing their bodies for the team puts you right on the field with them! The camera zooms give you the most dazzling close-ups ever seen. So, bring your pads and helmet! Tournament mode, cinematic displays and over 10 teams to choose from make this football package complete. Play against the computer or a friend in this 46-MEG bone-jarring gridiron great... Football Frenzy!",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
211,ACA NeoGeo: Galaxy Fight - Universal Warriors,Switch,SunSoft,"['Action', 'Fighting', '2D']",T,"May 18, 2017","People have prayed to the gods, but the devil descends from the sky. Your mission is to defeat Felden Kryse, ruler of the underworld. The fantastic challenge ferociously unfolds on eight different planets. Screen image changes on-the-fly to zoom in and out based on how the battle unfolds. Use Dash to your utmost advantage, and speed through the field of infinity.",0,No score yet,0,0,1,8.0,Generally favorable reviews,4,1,1
212,ACA NeoGeo: Ghost Pilots,Switch,SNK,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Vertical']",E,"Apr 26, 2018","Bombs, Missiles, Bullets! Close to the end of the war, rumor of ""A huge natural resource found in F Country"" was spreading among countries suffering from lack of war supplies. Neutral F Country, with its antiquated military, suddenly became the target of super powers C and D Country. They became involved in the war. Exciting shooting game with dive-bombing and steep climbs by enemy jet fighters. Rush to the battlefield!",0,No score yet,0,1,1,tbd,No user score yet,1,0,0
213,ACA NeoGeo: Gururin,Switch,Minato Giken,"['Puzzle', 'General']",T,"Apr 12, 2018",,0,No score yet,0,2,0,tbd,No user score yet,0,2,0
214,ACA NeoGeo: Karnov's Revenge,Switch,Hamster,"['Action', 'Fighting', '2D']",T,"Nov 16, 2017","The quest to defeat the mysterious Baron of Battlers, the mysterious K, is on. In order to get to this grotesque gladiator, however, you need to fight your way through 11 matches with the most skilled, most deadly of all combatants in the world of physical contact. Use your powers of pulverization, psychic energy blasts, and ridiculous strength to become the explosive fighting god in FIGHTERS HISTORY DYNAMITE!",0,No score yet,0,1,0,tbd,No user score yet,1,0,0
215,ACA NeoGeo: King of the Monsters,Switch,SNK,"['Action', 'Fighting', '2D']",E10+,"Jan  4, 2018","King of the Monsters is an action/fighting game that features city-destroying battles between huge monsters. Choose one of six monsters and travel around Japan, stopping to fight in various famous cities, with the aim of becoming the ultimate winner. In addition to punches, kicks, and other regular moves, each character has the ability to use more devastating maneuvers, like throwing flames and shooting laser beams, to defeat opponents. Wrestling elements are also incorporated, as you must completely exhaust your opponent and get a three-count to pin him and be victorious. Take on the challenge and claim the title of King of the Monsters!",0,No score yet,0,1,0,tbd,No user score yet,0,1,1
216,ACA NeoGeo: King of the Monsters 2,Switch,SNK,"['Action', ""Beat-'Em-Up"", '2D']",E10+,"Nov 22, 2018","In 1996, the country of Japan was devastated by the monster invasion. Six monsters did battle in the most destructive and terrifying catastrophe of all time. The war lasted 3 years and is known in history books as the KING OF THE MONSTERS massacre. Three monsters survived and have become more advanced and dangerous than ever before. But now, a new nemesis is on the scene. The alien invasion will be the biggest challenge for Earth's monstrosity. An unimaginable rumble that will rock the world and this new war will certainly be coined by witnesses as the... King of the Monsters 2 colossal confrontation!",0,No score yet,0,0,0,tbd,No user score yet,1,0,0
217,ACA NeoGeo: Kizuna Encounter,Switch,SNK,"['Action', 'Fighting', '2D']",T,"Jan 10, 2019",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
218,ACA NEOGEO: Last Resort,Switch,SNK,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Horizontal']",E,"Jun  1, 2017","Suddenly the symbol of the space age, Space Colony, was attacked by a computer virus. Would human beings be ruined by the civilization of their own development? SOS! SOS! People cannot wait any longer for a rescue operation of last resort! Armed with the super weapon, Force, which guards and attacks by its special movements, fight against unknown mechanical bodies in this great new side-scrolling shooter!",0,No score yet,1,1,0,5.5,Mixed or average reviews,2,0,2
219,ACA NeoGeo: League Bowling,Switch,SNK,"['Sports', 'Individual', 'Bowling']",E,"Jul 19, 2018","The lanes are crowded every night with Big Time Pin Slammin' action! You call the shots selecting a right or left handed bowler. Determine ball weight, and develop the skills of the pro's as you skillfully throw a variety of shots that you control. So pop some refreshments and settle into this indoor sport like you've never seen before!",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
220,ACA NeoGeo: Magical Drop II,Switch,Data East,"['Puzzle', 'Matching']",T,"Jun 29, 2017",,0,No score yet,1,0,0,tbd,No user score yet,1,1,0
221,ACA NeoGeo: Magical Drop III,Switch,Data East,"['Puzzle', 'Matching']",T,"Feb 22, 2018","Magical warriors have gathered! There's even more fun now with 3 modes of play!""Magical Drop III"" is a puzzle game released in 1997 by Data East. With adjustments and additions to the system from Magical Drop II, this version is much more lively and chain-based than its predecessor. Along with the addition of the Magical Journey mode, there are now more ways to enjoy the action.The ""ACA NEOGEO"" series has faithfully reproduced many classic NEOGEO masterpieces.Players can change various game settings such as game difficulty, and also reproduce the atmosphere of arcade display settings at that time. Players can also compete against each other from all over the world with their high scores.Please enjoy the masterpiece that built a generation for video games.",0,No score yet,2,1,0,tbd,No user score yet,3,0,0
222,ACA NeoGeo: Magician Lord,Switch,Hamster,"['Action Adventure', 'General']",E,"Aug 17, 2017",,0,No score yet,0,1,0,tbd,No user score yet,1,0,0
223,ACA NeoGeo: Metal Slug,Switch,Hamster,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Horizontal']",T,"Mar 30, 2017","Players control Marco and Tarma, both members of the special-ops force Team Peregrine Falcon (commonly known as Team PF), and battle their way through stage after stage of intense action. The goal is to try to overthrow General Morden and win back the stolen weapon, the Metal Slug. Players must blast through waves of enemies and machines (while also jumping over any obstacles in the way) to advance through the stages. It's not as hopeless as it might sound, though - weapons such as heavy machine guns, shotguns, rocket launchers and flamethrowers, as well as the Metal Slug itself (which appears frequently in the game), will make the battle easier.",0,No score yet,3,0,0,7.3,Mixed or average reviews,13,3,3
224,ACA NeoGeo: Metal Slug 2,Switch,SNK,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Horizontal']",T,"Jul  6, 2017","The Intelligence Agency has just intercepted a transmission concerning another full-scale coup. It's up to us to stop this with everything we got and hit them so hard, they'll never get up again! For this mission, Eri Kasamoto and Fio Germi have been newly assigned as your partners. If there aren't any further questions, you ship out at noon. I don't have to say it, but the fate of this mission rests on you! Good luck! We're pullin' for you!",0,No score yet,1,1,0,5.9,Mixed or average reviews,4,1,2
225,ACA NeoGeo: Metal Slug 3,Switch,"SNK Playmore, Hamster","['Action', 'Miscellaneous', 'Shooter', 'Compilation', ""Shoot-'Em-Up"", 'Horizontal']",T,"Mar  9, 2017","Marco, Tarma, Eri, and Fio, the four veterans of the elite Sparrows Unit are back in METAL SLUG 3! The popular action shooting series is in its glory, with gorgeous graphics and all the run-and-gun action you can handle. There is no time for indecision. General Morden is on the warpath and you must prevent him from creating the New World Order. Stop the Rebel Army!",76,Generally favorable reviews,5,2,0,7.6,Generally favorable reviews,26,5,6
226,ACA NeoGeo: Metal Slug 4,Switch,BrezzaSoft,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Horizontal']",T,"Aug  9, 2018","BATTLE MORDEN'S FORGES ACROSS LAND, SEA AND AIR! - Simultaneous two-player action- Six stunning stages filled with varied and deadly enemies- The franchise's familiar explosive action- Four selectable characters, including two new recruits- Extensive power-ups and over-the-top weapons- Huge and breathtaking boss battles They strike back!! Shoot, shoot and then shoot some more!!!",0,No score yet,0,0,0,tbd,No user score yet,2,1,0
227,ACA NeoGeo: Metal Slug 5,Switch,Playmore,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Horizontal']",T,"Dec 13, 2018",New Crises Require New Slugs! Rise Up Heroes! Slug Gunner Is Here!- Simultaneous two player action- Introducing the newest and most powerful Metal Slug yet 'Slug Gunner'- Take up arms against the ultimate weapon of destruction 'The Doomsday Machine'- Find a factory producing robotic weapons developed from the Goverment Army's data for next-generation Metal Slugs- Five massive stages and all new enemies!- Find and use robotic weapons developed for next-generation Metal Slugs!- Master the new movement of 'sliding'. Perfect for avoiding enemy attacks!!,0,No score yet,1,0,0,tbd,No user score yet,1,0,0
228,ACA NeoGeo: Metal Slug X,Switch,Hamster,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Horizontal']",T,"Oct  5, 2017","Brace yourself for non-stop battle action in the hit straight from the arcades! In Metal Slug X, you'll chose from four tough-as-nails soldiers ready for missions that only the best could survive. Rescue hostages while blowing terrorists back to the stone-age using your personal weaponry AND their own machine!",0,No score yet,1,0,0,7.5,Generally favorable reviews,7,0,1
229,ACA NeoGeo: Money Puzzle Exchanger,Switch,Hamster,"['Puzzle', 'General']",T,"Jun 28, 2018","Pretty solid puzzler. Gameplay is similar to the Magical Drop series with a bit more complexity and a 90's anime art style. Would definitely get Magical Drop 3 before this since it's more fully featured, but this is a good follow up if you want more.",0,No score yet,1,0,0,tbd,No user score yet,2,0,0
230,ACA NeoGeo: Mutation Nation,Switch,SNK,"['Action', ""Beat-'Em-Up"", '2D']",T,"Oct 26, 2017","In the year 2050... Bio-chemistry and genetics has surpassed even our own imagination. A scientist who had been working on a bizarre genetic experiment is banned by his Superiors and suddenly, his bio-chemical laboratory collapses in a massive explosion. Years later, people become vulnerable to the same genetic virus... creating a nation of mutants... THE MUTATION NATION! Can you stop the mutation invasion?",0,No score yet,1,0,0,tbd,No user score yet,0,1,0
231,ACA NeoGeo: NAM-1975,Switch,"Hamster, SNK Corporation","['Action', 'Shooter', 'Third-Person', ""Shoot-'Em-Up"", 'Arcade', 'Vertical']",T,"Mar  9, 2017","There haven't been many video games with the Vietnam War as a backdrop. This isn't really one of them, to be fair, since the bonkers story has no basis at all in historical fact, and the only link to the real-world Vietnam is the map shown between stages. Still, NAM-1975 is a somewhat significant game in the history of SNK, as it marked the Japanese developer and publisher's transition to the Neo Geo hardware and its superb library to come. As an arcade game, NAM-1975 is fine; not great, but not terrible. It would be much more playable and enjoyable as a twin-stick shooter, but as the Neo Geo MVS cabinets did not have such capability, you're stuck moving and aiming with the same control stick. Don't miss the screen shots brazenly lifted from Full Metal Jacket -- seen in a few of the cut-scenes and at the end.",0,No score yet,1,2,0,7.5,Generally favorable reviews,10,2,3
232,ACA NeoGeo: Ninja Combat,Switch,SNK,"['Action', ""Beat-'Em-Up"", '2D']",E10+,"May 31, 2018","Take control of the ninjas Joe (one player) and Hayabusa (two players), and enter into battle against a group of evil ninjas called the Kage Ichizoku. Make your way into their home fortress, Ninja Tower, which dominates a big city of the near future. Fight using normal attacks, jumps, special movements, and ninja materials that deliver damaging blows to all enemies on the screen. In addition, you'll find weapons and items to aid you along the way. Even better, as you progress in the game, reliable allies such as Musashi, Kagero, and Gembu will emerge to fight alongside you, allowing you to choose a new character in each stage.",0,No score yet,0,0,0,tbd,No user score yet,0,0,1
233,ACA NeoGeo: Ninja Commando,Switch,Hamster,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']",E10+,"Sep  6, 2018",,0,No score yet,0,0,0,tbd,No user score yet,0,0,1
234,ACA NeoGeo: Ninja Masters,Switch,ADK,"['Action', 'Fighting', '2D']",T,"Jan 17, 2019","First released in 1996, “Ninja Master's”, is set in the fictional land of ""Zipangu"". Players can select from 10 different ninjas and warriors with which to test their might. The main feature of this game is the ability for each character to use a wide variety of weapons. Also, as each character’s Super Attacks change depending on whether they are armed or unarmed, the player needs to respond differently according to the situation. Damage increases with respect to the Super Power Gauge. There are also many must-see deadly techniques like ""Super Death Blow"", ""Ultimate Super Mode"", ""Dark Super Power"" and ""Dark Combo!",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
235,ACA NeoGeo: OverTop,Switch,ADK,"['Racing', 'Arcade', 'Automobile']",E,"Apr 27, 2017","The ultimate NEOGEO Racing Game! The game features branching paths and a variety of car models for maximum replayability! ""OVER TO""P is a racing game released by SNK in 1996. Players will participate in breathtaking races through urban areas, mountainous regions, and snowy roads. The courses also feature weather variations to add more variety to the game. In addition to the various vehicles with different performance factors which players can use, they can also enjoy the thrill of drifting their way through corners to clear courses. The ""ACA NEOGEO"" series has faithfully reproduced many classic NEOGEO masterpieces. Players can change various game settings such as game difficulty, and also reproduce the atmosphere of arcade display settings at that time. Players can also compete against each other from all over the world with their high scores. Please enjoy the masterpiece that built a generation for video games.",0,No score yet,0,1,0,tbd,No user score yet,2,0,1
236,ACA NeoGeo: Power Spikes II,Switch,SNK,"['Sports', 'Team', 'Volleyball']",E,"Jan 18, 2018",,0,No score yet,0,1,0,tbd,No user score yet,0,1,0
237,ACA NeoGeo: Prehistoric Isle 2,Switch,Yumekobo,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Vertical', 'Horizontal']",T,"Aug  2, 2018",,0,No score yet,1,1,0,tbd,No user score yet,1,1,0
238,ACA NeoGeo: Pulstar,Switch,SNK,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Horizontal']",E10+,"Dec 21, 2017",,0,No score yet,0,2,0,tbd,No user score yet,2,0,0
239,ACA NeoGeo: Puzzle Bobble,Switch,Taito Corporation,"['Puzzle', 'Matching']",E,"Dec 20, 2018",Which will burst first: your concentration or the level you're working on? It takes more than just swinging the bubble-turret and taking aim on the falling ceiling; tactical planning and mental dexterity are the only way to string together three or more bubbles and 100 wins to make it through all the bubble and ego-bursting rounds of Bust-A-Move!,0,No score yet,0,1,0,8.5,Generally favorable reviews,4,0,0
240,ACA NeoGeo: Puzzle Bobble 2,Switch,Hamster,"['Puzzle', 'Matching']",E,"Feb  7, 2019","BUST-A-MOVE 2 is the lightning quick, ultra-intense, 100% addictive, arcade puzzler that's gonna grab you and never let go! As the balls descend, you're gonna need sharp eyes and quick reflexes to match 3 or more balls and pop them...fast! Insane two player action pits you against an opponent in a race to bust or be busted!!",0,No score yet,0,1,0,6.9,Mixed or average reviews,6,1,2
241,ACA NeoGeo: Puzzled,Switch,SNK,"['Puzzle', 'Stacking']",E,"Aug 24, 2017","Once upon a time, the god of sun built a huge wall in the center of the ""man's village"" and the ""woman's village"" where they had been fighting for a long, long time. This caused even more trouble, in that the tower blocked all the sunlight to both villages. Rad and Am were sent to travel up the tower of sun full of various falling blocks. Capable of 2-player simultaneous drop-in play!",0,No score yet,0,0,2,tbd,No user score yet,1,1,0
242,ACA NeoGeo: Ragnagard,Switch,System Vision,"['Action', 'Fighting', '2D']",T,"Jan  3, 2019",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
243,ACA NeoGeo: Real Bout Fatal Fury,Switch,SNK,"['Action', 'Fighting', '2D']",T,"Mar  8, 2018",,0,No score yet,1,0,0,tbd,No user score yet,1,0,0
244,ACA NeoGeo: Real Bout Fatal Fury 2,Switch,SNK,"['Action', 'Fighting', '2D']",T,"Aug 16, 2018","""REAL BOUT FATAL FURY 2"" is a fighting game released by SNK in 1998. It is the 7th title in the Fatal Fury series. New elements have been added on top of refining the previous systems. This entry adds Rick Strowd and Li Xiangfei as playable characters, and Geese Howard makes his return as well!The ""ACA NEOGEO"" series has faithfully reproduced many classic NEOGEO masterpieces.Players can change various game settings such as game difficulty, and also reproduce the atmosphere of arcade display settings at that time. Players can also compete against each other from all over the world with their high scores.Please enjoy the masterpiece that built a generation for video games.",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
245,ACA NeoGeo: Real Bout Fatal Fury Special,Switch,SNK,"['Action', 'Fighting', '2D']",T,"Apr 19, 2018",,0,No score yet,0,1,0,tbd,No user score yet,0,1,0
246,ACA NeoGeo: Riding Hero,Switch,SNK,"['Racing', 'Simulation', 'Automobile']",E,"Jun  7, 2018",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
247,ACA NeoGeo: Robo Army,Switch,Hamster,"['Action', ""Beat-'Em-Up"", '2D']",E10+,"Oct 19, 2017","In a world full of chaos and destruction, a new dark power ruled the land. The cyber army called Hell Jeed have come within reach of their final objective... to create cyber cities; robot-infested cities where no human can be found. A hostile takeover... the people were no match... the masses were slaughtered... their human brains used to equip the new soldiers of Hell Jeed. The cyber army's invasion struck fear into the population of the major cities and the few lucky inhabitants fled for their lives. Unprotected and battle scarred, the world seemed doomed and mankind's end near... But all hope was not lost. Maxima and Rocky have been called to return peace to the land. Will Hell Jeed dominate the world? Can Hell Jeed be stopped? In this 46-MEG 2-player action-smash, attempt to defeat the evil Hell Jeed by helping Maxima and Rocky, the two greatest war soldiers of the legendary ROBO ARMY!",0,No score yet,0,1,0,tbd,No user score yet,3,0,0
248,ACA NeoGeo: Samurai Shodown,Switch,Hamster,"['Action', 'Fighting', '2D']",T,"Jul 20, 2017","Iza To! En Garde! Dude! Twelve of the mightiest samurai, ninja, knights, and warriors from Japan, France, the United States, and China lock swords in NEO GEO's SAMURAI SHODOWN. With blades, bare knuckles, rage, and various Methods of Mayhem, fight your way to the final battle with Satan's Shogun. Use all powers at your disposal to get a head!",0,No score yet,1,0,0,6.9,Mixed or average reviews,4,2,1
249,ACA NeoGeo: Samurai Shodown II,Switch,SNK,"['Action', 'Fighting', '2D']",T,"Feb  1, 2018","To be or not to be? You'll soon find out the answer! They've licked their wounds, improved their techniques, and now they're back! The world's 15 fiercest warriors clang steel in a fast and furious fest of fencing festivities. Use new characters and new feints of Fury to hack, slice, dice, and Julien fry your way to victory!",0,No score yet,2,0,0,tbd,No user score yet,2,0,0
250,ACA NeoGeo: Samurai Shodown III,Switch,Ukiyotei,"['Action', 'Fighting', '2D']",T,"Apr  5, 2018",,0,No score yet,0,1,0,tbd,No user score yet,0,1,0
251,ACA NeoGeo: Samurai Shodown IV,Switch,SNK,"['Action', 'Fighting', '2D']",T,"Apr 13, 2017",,0,No score yet,1,0,0,7.6,Generally favorable reviews,13,1,3
252,ACA NeoGeo: Samurai Shodown V,Switch,Hamster,"['Action', 'Fighting', '2D']",T,"Jul  5, 2018","Samurai Shodown V is a port of the classic NeoGeo arcade fighting game of the same name. In this fifth installment, you can play as one of dozens of animated Japanese characters to discover combos and special moves. The port adds online support to the usual Arcade and Versus modes, so you can challenge other gamers or create an online tournament.",0,No score yet,0,1,0,tbd,No user score yet,1,0,0
253,ACA NeoGeo: Samurai Shodown V Special,Switch,SNK Playmore,"['Action', 'Fighting', '2D']",M,"Apr 18, 2019","The last SAMURAI SHODOWN for the NEOGEO makes it to Steam!SAMURAI SHODOWN V SPECIAL, which was the last game made for SNK's NEOGEO back in 2004, finally makes its way onto Steam. It features everything fans expect from a fighting game like training mode, online matches, and a plethora of adjustable settings! Challenge your friends to a game of life or death today by playing SAMURAI SHODOWN V SPECIAL, now on Steam!Game FeaturesA duel to the death! OverKill Moves!The most iconic addition to this entry in the series is the inclusion of character specific ""Overkill Moves"", which can be used to finish off an opponent with style. This version features the uncensored graphics and effects from the original MVS version.Over 28 unique playable characters!The game features a robust cast of 28 characters, including previous boss characters in the series such as Gaoh, Amakusa, Mizuki, and Zakuro. Plenty of fan favorites in the series see their return as well!Art Gallery and Custom Menu BGM!A variety of art and illustrations can be unlocked by fulfilling specific conditions in-game. Also you can select your favorite SAMURAI SHODOWN V SPECIAL tracks as the menu music.Online Multiplayer ModeCross swords with players from around the world! Check out the Leaderboard to see who's at the very top!",0,No score yet,0,0,0,tbd,No user score yet,1,0,0
254,ACA NeoGeo: Savage Reign,Switch,SNK,"['Action', 'Fighting', '2D']",T,"Oct 25, 2018",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
255,ACA NeoGeo: Sengoku,Switch,SNK,"['Action', ""Beat-'Em-Up"", '2D']",T,"Jun 15, 2017","It's the final battle. A warlord in the past planned to conquer the world by brutal attack. Now, 400 years later, this ""Demon Castle"" suddenly appeared in the sky above Washington D.C. The prophecy came true! Only two samurai warriors with the special weapon can stop the revival of this ghost!",0,No score yet,0,2,0,6.0,Mixed or average reviews,1,4,1
256,ACA NeoGeo: Sengoku 2,Switch,SNK,"['Action', ""Beat-'Em-Up"", '2D']",T,"Mar  1, 2018","Return to the mystical battle worlds. Re-enter the nightmare that never seems to end. The great confrontation with the demonic warlord in the Demon Castle should mean the end, but the war has just begun... The Demon Castle looms high above the land and the Sovereign of Darkness commands the towering fortress. The legendary samurai warriors are summoned again. Now, they must travel through time, but with newfound experience and powers. Fight with more attack techniques, new power-ups, more magic, and transform into one of four identities as you battle through this 2-player simultaneous, action-fighting, monster of sequels, SENGOKU II.",0,No score yet,0,1,0,tbd,No user score yet,0,0,1
257,ACA NeoGeo: Sengoku 3,Switch,Noise Factory,"['Action', ""Beat-'Em-Up"", '2D']",T,"Mar 29, 2018","The action game of hyper-ninja arts has arrived! Master the moves of the ninja to destroy the legions of the dead!!!PUNCH!A fairly foolproof, speedy method of attack that teaches your opponents the meaning of the word ""pressure.""SLICE!Dazzle your enemies with your special weapon of choice! But be on your toes because special weapons vary with each character!BODY SLAM!Bury your enemy in the turf! A great move to take out the most enemies with the least amount of effort.NINJA DIRKS!In addition to the familiar, cross-shaped throwing dirks, you can also impale your foes with daggers and fricassee them with explosives!MORPH MOVES!Great for emergency escapes when surrounded by enemies!NINJA ARTS!When the Ninja Gauge appears on screen, it's time to use your Ninja Arts for Maximum Destruction!THE ULTIMATE ARTS OF NINJAAfter a silent moment of meditation, awaken to erase your enemies with a full-screen blast of annihilation.",0,No score yet,1,0,0,tbd,No user score yet,1,0,1
258,ACA NeoGeo: Shock Troopers,Switch,Saurus,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']",T,"Mar  9, 2017","A run-and-gun shooting game featuring 8 mercenaries who face a huge terrorist organization, enlist for action on NEOGEO Station! You can choose between 2 fighting styles: Control one character in ""LONELY WOLF"" mode, or pick up a team of 3 soldiers you can switch between at any time in ""TEAM BATTLE"" mode. Run through the battlefield and choose the best routes and strategy!",70,Mixed or average reviews,2,5,0,7.0,Mixed or average reviews,15,2,5
259,ACA NeoGeo: Soccer Brawl,Switch,SNK,"['Sports', 'Team', 'Soccer', 'Sim']",E,"Nov 22, 2017","The Cybernetic players use special kick shots and built-in arm phasers to destroy other players. Make sure your power meter is FULL when exercising these brutal tactics. Both stadiums, which are magnetically enclosed, enable you to kick or pass... off the wall! There are no fouls in this league, so watch your back or you'll get pulverized by the opposing team! You'll find here the most advanced sport in the world of soccer... SOCCER BRAWL!",0,No score yet,0,1,0,tbd,No user score yet,1,0,0
260,ACA NeoGeo: SpinMaster,Switch,Data East,"['Action', 'Platformer', '2D']",E10+,"Sep 14, 2017",,0,No score yet,0,1,0,tbd,No user score yet,1,1,0
261,ACA NeoGeo: Stakes Winner,Switch,Saurus,"['Sports', 'Individual', 'Horse Racing']",E10+,"May  2, 2018",,0,No score yet,0,1,0,tbd,No user score yet,0,1,0
262,ACA NeoGeo: Stakes Winner 2,Switch,System Vision,"['Sports', 'Individual', 'Horse Racing']",E,"Nov 15, 2018",,0,No score yet,0,0,0,tbd,No user score yet,0,0,0
263,ACA NeoGeo: Street Hoop,Switch,SNK,"['Sports', 'Team', 'Basketball', 'Sim']",E,"Nov  9, 2017",,0,No score yet,0,1,0,tbd,No user score yet,2,0,0
264,ACA NeoGeo: Strikers 1945 Plus,Switch,Psikyo,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Vertical']",E10+,"Oct 18, 2018","""STRIKERS 1945 PLUS"" is a shoot 'em up game released by Psikyo in 1999. Make use of Shots, Super Shots, and Support Attacks to make your way through a chaotic dogfight!Historical piston fighters, such as the P-38 Lightning, are ready to rumble!!A state of the art arcade shoot 'em up from the masters of the genre, Psikyo.The ""ACA NEOGEO"" series has faithfully reproduced many classic NEOGEO masterpieces.Players can change various game settings such as game difficulty, and also reproduce the atmosphere of arcade display settings at that time. Players can also compete against each other from all over the world with their high scores.Please enjoy the masterpiece that built a generation for video games.",0,No score yet,0,0,0,tbd,No user score yet,1,0,0
265,ACA NeoGeo: Super Sidekicks,Switch,SNK,"['Sports', 'Team', 'Soccer', 'Sim']",E,"Jul 27, 2017","Experience the roar of the crowd and the thrills of the stadium. SNK's live-action soccer game is here! Along with your Ace Striker and his array of sliding, overhead, and diving shots, lead your team to victory and seize the prized SNK Cup. Watch players perform miraculous overhead and diving shots, dazzle your opponent with gravity-defying dribbling. Avoid sliding defense players and bone-crushing blocks. Be overwhelmed with in-your-face action so real, you'll be washing the grass stains off your clothing when you're finished!",0,No score yet,0,1,1,tbd,No user score yet,1,0,1
266,ACA NeoGeo: Super Sidekicks 2,Switch,SNK,"['Sports', 'Team', 'Soccer', 'Sim']",E,"May 10, 2018",SUPER SIDEKICKS 2 is a soccer game released in 1994 by SNK. Battle for the championship in the peak sports event held once every four years. This version introduces the actual rules as well as fouls in order to provide exciting and thrilling soccer matches. Another highlight is the variety of enhanced rendering.,0,No score yet,0,0,0,tbd,No user score yet,2,0,0
267,ACA NeoGeo: The King of Fighters '94,Switch,Hamster,"['Action', 'Fighting', '2D']",T,"Mar 16, 2017","Walk into battle with your head held high! In The King of Fighters, you'll never fight alone! Choose one of eight teams in this all-out battle spectacular. Teams from Fatal Fury, Art of Fighting, Ikari Warriors, and a few uncharted areas come together for the first time ever. Dodge attacks, tag-off with team members, use your special King Krusher Battle Moves and take the crown in The King of Fighters '94!",0,No score yet,0,2,0,6.5,Mixed or average reviews,6,3,3
268,ACA NeoGeo: The King of Fighters '95,Switch,Hamster,"['Action', 'Fighting', '2D']",T,"Oct 12, 2017","An improvement on almost all levels over the first KOF game, The King of Fighters '95 is a great entry point to the series for fans of fighting games. Its biggest distinction from other fighting game series is the three-member tag team-style format of matches, and KOF '95 introduces a bit of customization to the mix. Later KOF games are better, particularly KOF '98, but there's some enjoyment to be found here, for sure.",0,No score yet,0,1,0,tbd,No user score yet,2,1,0
269,ACA NeoGeo: The King of Fighters '96,Switch,SNK,"['Action', 'Fighting', '2D']",T,"Dec 28, 2017","The battle of the dream teams '96 - READY! 27 of SNK's top fighting heroes face off for fisticuffs! Only King of Fighters lets you combine your favorite characters in exciting teams. Try out endless combinations and bop your way to the top with the toughest team of all! Over 2,900 possible team combinations using the Team Edit Function. It's too much!",0,No score yet,0,1,0,tbd,No user score yet,0,1,0
270,ACA NeoGeo: The King of Fighters '97,Switch,SNK,"['Action', 'Fighting', '2D']",T,"Jul 26, 2018","The King of Fighters 1997 begins! 29 characters to choose from! In addition to 2 new teams and 7 returning teams, 2 new characters can be found in the Edit Mode. Virtually unlimited choice in an impressive selection of 3,654 team edit combinations. Includes 2 types of playing modes. Which one can you handle - the aggressive Advanced Mode or the simple Extra Mode?",0,No score yet,0,0,0,tbd,No user score yet,0,0,0
